Nom de la fête ou manifestation;Catégorie de la fête ou manifestation;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Commune de la fête ou manifestation;Bureau distributeur de l'adresse postale;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Point d'accès/Nom/distance en km;N° de téléphone fixe;N° de téléphone mobile;N° de fax;localisation;departement
JOURNÉE CONTE À BEAUFORT-EN-VALLÉE;Contes et lectures;;Bibliothèque;;Beaufort-en-Vallée;49250;BEAUFORT-EN-ANJOU;;;49021;47.4403545;-0.21837;;02 41 79 74 11;;;47.4403545,-0.21837;Maine-et-Loire
JOURNÉE D’ÉTUDE  L’ABBAYE DE SAINT-CALAIS ET SES TRÉSORS »;Conférence;Centre culturel;;;;72120;SAINT-CALAIS;;;72269;47.920883;0.744722;;02 43 60 72 77;;;47.920883,0.744722;Sarthe
JOURNÉES DE LA BATELLERIE;Foire ou salon;;Le Port;Quai Surcouf;;44130;BLAIN;;;44015;47.4697507;-1.7653256;;;06 80 15 54 61;;47.4697507,-1.7653256;Loire-Atlantique
JOURNÉES DU PATRIMOINE - EXPOSITION DE PEINTURE ET ATELIERS ARTISTIQUES;Manifestation Nationale;Eglise;;;;72370;SOULITRE;;;72341;48.01152;0.45657;;;07 88 09 26 90;;48.01152,0.45657;Sarthe
JOURNÉES DU PATRIMOINE DE PAYS ET DES MOULINS - MOULIN DU CHAMP;Manifestation Nationale;MOULIN DU CHAMP;;;;72160;THORIGNE-SUR-DUE;;;72358;48.03757;0.53408;;;;;48.03757,0.53408;Sarthe
JOURNÉES EUROPÉENNES DU PATRIMOINE - ESPACE AIR PASSION;Manifestation Nationale;;;Aéroport Angers Marcé;;49140;MARCE;;;49188;47.560361;-0.312112;;;;;47.560361,-0.312112;Maine-et-Loire
JOURNÉES EUROPÉENNES DU PATRIMOINE - LAVOIR DE JARZÉ;Manifestation Nationale;;;;;49140;JARZE VILLAGES;;;49163;47.55536;-0.2335;;;;;47.55536,-0.2335;Maine-et-Loire
JOURNÉES EUROPÉENNES DU PATRIMOINE - PRIEURÉ DE PORT-L'ABBÉ;Manifestation Nationale;;;Lieu-dit Port l'Abbé;;49330;ETRICHE;;;49132;47.677446;-0.463424;;;;;47.677446,-0.463424;Maine-et-Loire
JOURNÉES EUROPÉENNES DU PATRIMOINE - ÉGLISE SAINT-HILAIRE A SERMAISE;Manifestation Nationale;;;Place de l'Eglise;;49140;SERMAISE;;;49334;47.5240529;-0.2126949;;;;;47.5240529,-0.2126949;Maine-et-Loire
JOURNÉES EUROPÉENNES DU PATRIMOINE - ÉGLISE SAINT-PIERRE DE CHAUMONT D'ANJOU;Manifestation Nationale;;;;;49140;JARZE VILLAGES;;;49163;47.54017;-0.28308;;;;;47.54017,-0.28308;Maine-et-Loire
JOURNÉES EUROPÉENNES DU PATRIMOINE 2022 - EGLISE ET PRIEURÉ;Manifestation Nationale;Eglise et Prieuré;;;;72390;LAVARE;;;72158;48.053921;0.6456227;;02 43 93 68 11;;;48.053921,0.6456227;Sarthe
JOURNÉES EUROPÉENNES DU PATRIMOINE EDITION 2022 : VISITE GUIDÉE DE LA CHAPELLE-HUON;Manifestation Nationale;;;Place de l'église;;72310;LA CHAPELLE-HUON;;;72064;47.8556225;0.74327941;;02 43 35 82 95;;;47.8556225,0.74327941;Sarthe
JÉRÔME ROUGER : POURQUOI LES POULES PRÉFÈRENT ÊTRE ÉLEVÉES EN BATTERIE;Spectacle;;;Le Ciné'fil - Place Saint-Jean;VIHIERS;49310;LYS-HAUT-LAYON;;;49373;47.1472;-0.53739;;02 41 65 13 58;;;47.1472,-0.53739;Maine-et-Loire
KAMIPLAY - WEEK-END COSPLAY;Stages-Atelier-Jeux;;;Parc Oriental;Route de Mauléon;49360;MAULEVRIER;;;49192;47.00584;-0.74455;;02 41 55 50 14;;02 41 55 48 89;47.00584,-0.74455;Maine-et-Loire
L'ART DU GREFFAGE AU DOMAINE HENRI POIRON A MAISDON SUR SEVRE;Stages-Atelier-Jeux;;;D7;Les Quatre Routes;44690;MAISDON-SUR-SEVRE;;;44088;47.11871;-1.36455;;02 40 54 60 58;;;47.11871,-1.36455;Loire-Atlantique
LA BAULE BEACH GRAND PRIX;Fêtes populaires;;;;;44500;LA BAULE-ESCOUBLAC;;;44055;47.28149;-2.39248;;02 51 75 75 75;;;47.28149,-2.39248;Loire-Atlantique
LA BEGGINALE, JOURNÉE DE LANCEMENT DE LA  SAISON FESTIVALS »;Spectacle;;;14 Rue Saint-Médard;;44680;SAINT-MARS-DE-COUTAIS;;;44178;47.11257;-1.73433;;02 40 31 73 67;;;47.11257,-1.73433;Loire-Atlantique
LA FETE DES RIVIERES;Feux d'artifice;;;Les Rivières;Bourgneuf-en-Retz;44580;VILLENEUVE-EN-RETZ;;;44021;47.03476;-1.94188;;;;;47.03476,-1.94188;Loire-Atlantique
LA FÊTE DE LA CHAISE ROUGE;Théâtre;;Ferme-Auberge de la Chaise Rouge;;Haute Herberie, Pouancé;49420;OMBRÉE D'ANJOU;;;49248;47.750953;-1.192127;;02 41 92 62 82;;;47.750953,-1.192127;Maine-et-Loire
LA GUINGUETTE DE PEGGY;Concert;;;Plage Baslé;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.24693;-2.16416;;02 40 27 24 32;;;47.24693,-2.16416;Loire-Atlantique
LA LITTÉRATURE GRECQUE;Conférence;;Médiathèque;32 Avenue Carnot;;53200;CHATEAU-GONTIER-SUR-MAYENNE;;;53062;47.82815;-0.7083;;02 43 91 02 67;;;47.82815,-0.7083;Mayenne
LA NUIT EUROPÉENNE DES MUSÉES : MUSÉE DU CHÂTEAU DE MAYENNE;Manifestation Nationale;;Musée du château de Mayenne;Place Juhel;;53100;MAYENNE;;;53147;48.303229;-0.6178191;;02 43 00 17 17;;;48.303229,-0.6178191;Mayenne
LA VÉLO FOURCHETTE : LA ROUTE DES FROMAGES MAYENNAIS À VÉLO !;Visites et sorties à thèmes;;Ferme des Cabrioles;La Louvardière;;53100;CONTEST;;;53074;48.2534365;-0.6975807;;02 43 53 93 93;;;48.2534365,-0.6975807;Mayenne
LE GÉNIE MILITAIRE, TOUT UN JEU ! DE 1602 À 1918;Exposition;;;Musée du Génie;106, Rue Eblé;49100;ANGERS;;;49007;47.45731;-0.56476;;02 41 24 83 16;;;47.45731,-0.56476;Maine-et-Loire
LE KIOSQUE PRÉSENTE : GUERRE, ET SI ÇA NOUS ARRIVAIT ?;Théâtre;;Salle polyvalente;Rue Volney;;53100;MAYENNE;;;53147;48.2966276;-0.6107838;;02 43 30 10 16;;;48.2966276,-0.6107838;Mayenne
LE PREMIER DIMANCHE , C'EST GRATUIT !;Visites et sorties à thèmes;;;Rue Victor Hugo;Musée de la Faïence et de la Céramique;72270;MALICORNE-SUR-SARTHE;;;72179;47.8132155;-0.0833312;;02 43 48 07 17;;;47.8132155,-0.0833312;Sarthe
LE RÉVEILLON DE LA CHAISE ROUGE - LA CHAISE ROUGE;Visites et sorties à thèmes;;La Chaise Rouge;Haute Herberie;Pouancé;49420;OMBRÉE D'ANJOU;;;49248;47.750953;-1.192127;;02 41 92 62 82;;;47.750953,-1.192127;Maine-et-Loire
LE SACRE DU PRINTEMPS - LE CARGO;Théâtre;;Salle le Cargo;Place du Port;Segré;49500;SEGRÉ-EN-ANJOU BLEU;;;49331;47.685632;-0.869001;;02 41 92 31 89;;;47.685632,-0.869001;Maine-et-Loire
LE THÉÂTRO'FOURNIL !;Spectacle;;;Mondalin;;44320;SAINT-VIAUD;;;44192;47.23794;-2.01365;;;06 63 06 05 16;;47.23794,-2.01365;Loire-Atlantique
LE VOYAGE À NANTES;Exposition;;Nantes Tourisme;9 rue des Etats;;44100;NANTES;;;44109;47.202018;-1.577053;;;;;47.202018,-1.577053;Loire-Atlantique
LECTURE DU PAYSAGE À BAUGÉ;Sortie nature / environnement;;;;Baugé;49150;BAUGE-EN-ANJOU;;;49018;47.5410397;-0.1012308;;02 41 84 12 17;;;47.5410397,-0.1012308;Maine-et-Loire
LES BEAUX DIMANCHES APRÈS-MIDIS : BRAZAKUJA;Concert;;;Lieu-dit Domaine du Gasseau;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3600783;-0.0776124;;02 43 34 34 44;;;48.3600783,-0.0776124;Sarthe
LES BEAUX DIMANCHES APRÈS-MIDIS : MARCH MALLOW;Concert;;;Lieu-dit Domaine du Gasseau;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3600783;-0.0776124;;02 43 34 34 44;;;48.3600783,-0.0776124;Sarthe
LES BEAUX DIMANCHES DU KIOSQUE : ORCHESTRE STÉPHANE MERCIER;Concert;;Kiosque à Musique;Promenades de la Résistance;;53200;CHATEAU-GONTIER-SUR-MAYENNE;;;53062;47.8288724;-0.7080582;;02 43 09 55 47;;;47.8288724,-0.7080582;Mayenne
LES BULLES DE CULTURE MÉRIDIENNES (HÔTEL DE VILLE);Visites et sorties à thèmes;;;Hôtel de Ville;Boulevard de la Résistance et Déportation;49100;ANGERS;;;49007;47.47117;-0.54811;;;06 75 07 83 07;;47.47117,-0.54811;Maine-et-Loire
LES BULLES DE CULTURE MÉRIDIENNES (JARDIN DU MAIL);Visites et sorties à thèmes;;;Jardin du Mail;;49100;ANGERS;;;49007;47.47053;-0.54638;;;06 75 07 83 07;;47.47053,-0.54638;Maine-et-Loire
LES FOLIES DE COMBERGE;Concert;;;Esplanade du Port de Comberge;Boulevard de l'Océan;44730;SAINT-MICHEL-CHEF-CHEF;;;44182;47.17396;-2.16443;;06 80 71 75 44;;;47.17396,-2.16443;Loire-Atlantique
LES HEURES MUSICALES DU HAUT-ANJOU - NATALIE DESSAY, SHANI DILUKA ET PIERRE FOUCHENNERET;Concert;Château de La Lorie;;La Lorie;La Chapelle sur Oudon;49500;SEGRE-EN-ANJOU BLEU;;;49331;47.6785321;-0.8482621;;02 41 92 86 83;;;47.6785321,-0.8482621;Maine-et-Loire
LES JARDINS DU CHÂTEAU DE HAUTERIVES OUVRENT LEURS PORTES POUR SOUTENIR LE NEURODON;Visites et sorties à thèmes;;;Allée d'Hauterive;;53210;ARGENTRE;;;53007;48.08795;-0.64601;;;06 26 22 49 51;;48.08795,-0.64601;Mayenne
LES JOURNÉES EUROPÉENNES DU PATRIMOINE;Manifestation Nationale;;;;;44390;NORT-SUR-ERDRE;;;44110;47.4382308;-1.4994643;;02 51 12 00 70;;;47.4382308,-1.4994643;Loire-Atlantique
LES LABOS DE LA MJC, ENQUÊTES SCIENTIFIQUES...18 JUIN;Conférence;;;Place des Salines;Maison des Jeunes et de la Culture;44500;LA BAULE-ESCOUBLAC;;;44055;47.29003;-2.39635;;02 40 60 37 15;;;47.29003,-2.39635;Loire-Atlantique
LES MOUILLOTINS 2022;Festival;;;Passage du Cormier;;53540;SAINT-POIX;;;53250;47.9648692;-1.0459668;;09 54 15 94 08;;;47.9648692,-1.0459668;Mayenne
LES NUITS SALINES;Concert;;;Parc du Petit-Bois;Esplanade Salies-de-Béarn;44740;BATZ-SUR-MER;;;44010;47.27653;-2.48064;;02 40 23 92 36;07 85 42 40 15;;47.27653,-2.48064;Loire-Atlantique
LES RANDONNEURS DU BRIVET À PONT-CHÂTEAU;Sortie nature / environnement;;;Rue Maurice Sambron;Parking salle de la Boule d'Or;44160;PONTCHATEAU;;;44129;47.43773;-2.09404;;02 40 01 40 10;;;47.43773,-2.09404;Loire-Atlantique
LES SITES MÉGALITHIQUES A CHAUVE;Visites et sorties à thèmes;;;;;44320;CHAUVE;;;44038;47.11471;-2.09824;;02 40 82 04 40;;;47.11471,-2.09824;Loire-Atlantique
LES SOIRÉES ROUGES - CYCLE CINÉMA ET MUSIQUE;Visites et sorties à thèmes;Cinéma le Majestic;;;;53500;ERNEE;;;53096;48.296902;-0.939978;;;;;48.296902,-0.939978;Mayenne
LES VISITE DÉGUSTATION - PATRIMOINE & JARDINS;Visites et sorties à thèmes;;Abbaye Royale de l'Epau;Route de Changé;;72530;YVRE L'EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/départ.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;47.9839581,0.2506153;Sarthe
LES VOILES DE TRADITION;Fêtes populaires;;;Vieux Port;;44210;PORNIC;;;44131;47.11453;-2.10134;;;;;47.11453,-2.10134;
LIVRES EN FÊTE !;Foire ou salon;;Les Halles;;;53290;SAINT-DENIS-D'ANJOU;;;53210;47.7919976;-0.4431099;;02 43 70 69 09;;;47.7919976,-0.4431099;Mayenne
LOMBR'EN FÊTE;Fêtes populaires;complexe sportif;;;;72450;LOMBRON;;;72165;48.080236;0.416376;;;06 69 17 55 34;;48.080236,0.416376;Sarthe
LOTO;Stages-Atelier-Jeux;;;Espace Sports et Loisirs;Avenue de sports;44770;LA PLAINE-SUR-MER;;;44126;47.13909;-2.19137;;02 51 74 80 15;06 79 37 30 61;;47.13909,-2.19137;Loire-Atlantique
MACADAM VACHER;Théâtre;;;;;44170;NOZAY;;;44113;47.5659798;-1.6240667;;;07 60 46 99 00;;47.5659798,-1.6240667;Loire-Atlantique
MARCHE DE SAINT-JULIEN DE CONCELLES;Marché;;;Place Totton;;44450;SAINT-JULIEN-DE-CONCELLES;;;44169;47.2533666;-1.386654;;02 40 54 10 40;;;47.2533666,-1.386654;Loire-Atlantique
MARCHE DU MARDI SOIR A CLISSON;Marché;;;Porte Palzaise;;44190;CLISSON;;;44043;47.089735;-1.278651;;;;;47.089735,-1.278651;Loire-Atlantique
MARCHE HEBDOMADAIRE DU PALLET;Marché;;;Derrière l'Eglise;;44330;LE PALLET;;;44117;47.1383128;-1.334743;;02 40 80 40 24;;;47.1383128,-1.334743;Loire-Atlantique
MARCHE NOCTURNE DU 16 AOUT 2022;Concert;;;Place des Grandes Salorges;;44740;BATZ-SUR-MER;;;44010;47.27952;-2.47965;;02 40 23 92 36;;;47.27952,-2.47965;Loire-Atlantique
MARCHE SOLIDAIRE;Manifestation sportive;;;Mairie annexe de la Birochère ( départ);Rue Pierre Fleury;44210;PORNIC;;;44131;47.10981;-2.08937;;02 40 21 38 84;;;47.10981,-2.08937;Loire-Atlantique
MARCHE À LA FERME;Marché;;;Beau Soleil;;44680;SAINT-HILAIRE-DE-CHALEONS;;;44164;47.08194;-1.92494;;;06 83 74 60 96;;47.08194,-1.92494;Loire-Atlantique
MARCHÉ BIO A LA FERME;;;;Le Pin;Route de St Père-en-Retz;44320;CHAUVE;;;44038;47.15944;-2.00452;;02 40 21 10 71;06 81 67 88 41;;47.15944,-2.00452;Loire-Atlantique
MARCHÉ DE L'ART ET DE LA PEINTURE;Marché;;;Place de l'église;;44420;PIRIAC-SUR-MER;;;44125;47.38072;-2.54611;;02 40 23 51 42;;;47.38072,-2.54611;Loire-Atlantique
MARCHÉ DE PORNIC;Marché;;;Ville Haute;Place des Halles;44210;PORNIC;;;44131;47.11569;-2.10498;;02 40 82 04 40;;;47.11569,-2.10498;Loire-Atlantique
MARCHÉ DE PORT-BRILLET;Marché;;;Rue de la Mairie;;53410;PORT-BRILLET;;;53182;48.11266;-0.9734;;;;;48.11266,-0.9734;Mayenne
MARCHÉ DE PRODUCTEURS DE SAINT-MARS-DE-COUTAIS;Marché;;;1 Rue Saint Medard;;44680;SAINT-MARS-DE-COUTAIS;;;44178;47.1129313;-1.7337994;;02 28 02 78 28;06 98 75 36 05;;47.1129313,-1.7337994;Loire-Atlantique
MARCHÉ DE PRODUCTEURS LOCAUX ET BIO;Marché;;Halles de la Jouanne;Rue de la Jouanne;;53150;MONTSURS;;;53161;48.1365321;-0.5529807;;02 43 01 00 31;;;48.1365321,-0.5529807;Mayenne
MARCHÉ DE PRODUCTEURS À PONT-CHÂTEAU;Marché;;;Allée du Brivet;;44160;PONTCHATEAU;;;44129;47.43798;-2.09211;;02 40 01 40 10;;;47.43798,-2.09211;Loire-Atlantique
MARCHÉ DE SAINT LÉGER SOUS CHOLET - LE DIMANCHE;Marché;;;Place du 15 décembre 1863;;49280;SAINT-LEGER-SOUS-CHOLET;;;49299;47.092058;-0.910353;;;;;47.092058,-0.910353;Maine-et-Loire
MARCHÉ DE SAINTE MARIE;Marché;;;Centre Bourg;Sainte Marie sur Mer;44210;PORNIC;;;44131;47.11278;-2.13113;;02 40 82 04 40;;;47.11278,-2.13113;Loire-Atlantique
MARCHÉ DE VILLEDIEU LA BLOUÈRE;Marché;Centre ville;;;VILLEDIEU-LA-BLOUERE;49600;BEAUPREAU-EN-MAUGES;;;49023;47.147958;-1.0651319;;;;;47.147958,-1.0651319;Maine-et-Loire
MARCHÉ DU POULIGUEN;Marché;;;Place des Halles;;44510;LE POULIGUEN;;;44135;47.27758;-2.42888;;02 40 24 34 44;;;47.27758,-2.42888;Loire-Atlantique
MARCHÉ HEBDOMADAIRE DE SAINT-PÈRE-EN-RETZ;Marché;;;Place du Marché;;44320;SAINT-PERE-EN-RETZ;;;44187;47.20811;-2.04495;;02 40 21 70 29;;;47.20811,-2.04495;Loire-Atlantique
MARCHÉ TRADITIONNEL  DE BATZ-SUR-MER;Marché;;;Place du Mûrier;;44740;BATZ-SUR-MER;;;44010;47.2771;-2.47922;;02 40 23 92 36;;;47.2771,-2.47922;Loire-Atlantique
MASTERS DE VOLLEY-BALL DE PLAGE;;;;plage des Libraires;face au Casino;44380;PORNICHET;;;44132;47.26663;-2.34723;;02 40 61 33 33;;02 40 61 60 88;47.26663,-2.34723;Loire-Atlantique
MATINÉE BIEN ETRE CRÉATIVE ET GOURMANDE;Stages-Atelier-Jeux;;Espace Pierre Henry;;;53200;CHATEAU-GONTIER-SUR-MAYENNE;;;53062;47.82541;-0.70792;;;06 47 26 46 74;;47.82541,-0.70792;Mayenne
MERCREDI À HISTOIRES À BAUGÉ;Contes et lectures;;Médiathèque;;Baugé;49150;BAUGE-EN-ANJOU;;;49018;47.5399822;-0.1006085;;02 41 84 12 18;;;47.5399822,-0.1006085;Maine-et-Loire
MERCREDIS SANS ÉCRANS : ORIENTATION ET CHASSE AUX TRÉSORS À CHAMBORD - CHOLET;Visites et sorties à thèmes;;;;;49300;CHOLET;;;49099;47.05785;-0.87987;;02 41 49 80 00;;02 41 49 80 09;47.05785,-0.87987;Maine-et-Loire
MICRO-AVENTURE A VILLENEUVE EN RETZ : ENTRE LE BOCAGE ET LE MARAIS.;Visites et sorties à thèmes;;;Jardin de Beaumont;Fresnay-en-Retz;44580;VILLENEUVE-EN-RETZ;;;44021;47.07032;-1.90994;;06 99 33 37 20;;;47.07032,-1.90994;Loire-Atlantique
MISÉRABLES;Théâtre;;;92 Avenue Jean Jaurès;;72500;MONTVAL-SUR-LOIR;;;72071;47.68871;0.41512;;02 43 79 47 97;;;47.68871,0.41512;Sarthe
MJC PIXEL EVENT #7;Fêtes populaires;;Maison de quartier Georges Moustaki;211 Rue des Maillets;;72000;Le Mans;;;72181;48.0170455;0.2158664;Route (nationale/départ.)||211 rue des Maillets||,Transport en commun||Tramway T2 - Maillets Zamenhof||;09 81 41 49 32;;;48.0170455,0.2158664;Sarthe
MODE IN MAUGES : CHANGER D'ERE SAISON 4;Fêtes populaires;;Ecocyclerie des Mauges;2 rue des métiers;SAINT-QUENTIN-EN-MAUGES;49110;MONTREVAULT-SUR-EVRE;;;49218;47.2939659;-0.9068328;;02 41 58 99 79;;;47.2939659,-0.9068328;Maine-et-Loire
MOTS POUR MÔMES;Contes et lectures;;Bibliothèque des Vergers;49 Rue Thore;;72000;LE MANS;;;72181;47.99893;0.20617;;;;;47.99893,0.20617;Sarthe
NOUVEAUTÉ 2022 : À LA POURSUITE DES SOUVENIRS DE LOIRE À CAP LOIRE;Stages-Atelier-Jeux;;Cap Loire;20 Rue d'Anjou;MONTJEAN-SUR-LOIRE;49570;MAUGES-SUR-LOIRE;;;49244;47.3898051;-0.8641968;;02 41 39 07 10;;;47.3898051,-0.8641968;Maine-et-Loire
NOËL MAGIQUE;Animations de Noël;;;;;72400;LA FERTE-BERNARD;;;72132;48.18685;0.65461;;02 43 60 72 72;;;48.18685,0.65461;Sarthe
OPÉRA : AÏDA;Spectacle;;;Parc des Expositions;Route de Paris;49000;ANGERS;;;49007;47.49806;-0.49594;;02 41 93 40 40;;;47.49806,-0.49594;Maine-et-Loire
PARTONS A LA PECHE A LA CREVETTE;Visites et sorties à thèmes;;;;;44730;SAINT-MICHEL-CHEF-CHEF;;;44182;47.16557;-2.16729;;06 86 59 38 90;06 71 48 50 23;;47.16557,-2.16729;Loire-Atlantique
PORTE OUVERTE DU CHENIL DU RALLYE DE PERSEIGNE;Visites et sorties à thèmes;;;;;72600;VILLAINES-LA-CARELLE;;;72374;48.37684;0.30053;;;;;48.37684,0.30053;Sarthe
PORTES OUVERTES AU DOMAINE DE LA CLARTIÈRE;Visites et sorties à thèmes;;;9 La Clartière;NUEIL-SUR-LAYON;49560;LYS-HAUT-LAYON;;;49373;47.13547;-0.34831;;02 41 59 53 05;06 87 83 94 81;;47.13547,-0.34831;Maine-et-Loire
PORTES OUVERTES AU DOMAINE DITTIÈRE;Visites et sorties à thèmes;;Domaine Dittière;1 chemin de la Grouas;;49320;BRISSAC LOIRE AUBANCE;;;49050;47.3323938;-0.4731075;;02 41 91 23 78;;;47.3323938,-0.4731075;Maine-et-Loire
PORTES OUVERTES DE LA FERME PEDAGOGIQUE DU FRESNE;Foire ou salon;;;Le Fresne;Bourgneuf-en-Retz;44580;VILLENEUVE-EN-RETZ;;;44021;47.01276;-1.95513;;06 72 99 72 82;;;47.01276,-1.95513;Loire-Atlantique
PORTES OUVERTES DE PRINTEMPS - DOMAINE DE LA GAUTERIE;Visites et sorties à thèmes;;Domaine de la Gauterie - Etienne Jadeau;;794, route de la Gauterie;49320;BRISSAC LOIRE AUBANCE;;;49050;47.323618;-0.427165;;02 41 45 50 04;06 87 23 73 28;;47.323618,-0.427165;Maine-et-Loire
PORTES-OUVERTES AU CHÂTEAU DE BROSSAY;Visites et sorties à thèmes;;;Brossay;;49560;CLERE-SUR-LAYON;;;49102;47.10696;-0.41791;;02 41 59 59 95;;;47.10696,-0.41791;Maine-et-Loire
PRINTEMPS DES ORGUES - VA PENSIERO !;Concert;;;Théâtre Saint Louis;Rue Jean Vilar;49300;CHOLET;;;49099;47.0588;-0.8834;;02 41 69 26 60;;;47.0588,-0.8834;Maine-et-Loire
PRINTEMPS À LA FERME EN LOIRE-ATLANTIQUE;Visites et sorties à thèmes;;;;;44000;NANTES;;;44109;47.2239586;-1.5408058;;02 53 46 60 00;;;47.2239586,-1.5408058;Loire-Atlantique
PROJET LOGING 3;Stages-Atelier-Jeux;Bibliothèque;;;;72460;SAVIGNE-L'EVEQUE;;;72329;48.076935;0.300514;;02 43 27 25 12;;;48.076935,0.300514;Sarthe
PRÉSENTATION RENTRÉE LITTÉRAIRE;Conférence;;Médiathèque;32 Avenue Carnot;;53200;CHATEAU-GONTIER-SUR-MAYENNE;;;53062;47.82815;-0.7083;;02 43 09 50 53;;;47.82815,-0.7083;Mayenne
RALLYE DE GASCOGNE/ PORNIC GIJON;Manifestation sportive;;;Ports de Pornic;Avenue de la Noëveillard;44210;PORNIC;;;44131;47.11044;-2.11143;;02 40 82 74 46;;;47.11044,-2.11143;Loire-Atlantique
RALLYE DE RÉGULARITÉ2022;Fêtes populaires;;;BOULEVARD DARLU;;44500;LA BAULE-ESCOUBLAC;;;44055;47.28178;-2.39592;;;;;47.28178,-2.39592;Loire-Atlantique
RAMÈNE TA FRAISE;Fêtes populaires;;;Chemin des Prés Verts;;44270;PAULX;;;44119;46.96087;-1.7582;;02 40 78 84 91;;;46.96087,-1.7582;Loire-Atlantique
RAND'O FIL DE L'EAU;Sortie nature / environnement;;;;;44260;MALVILLE;;;44089;47.35988;-1.86319;;;;;47.35988,-1.86319;Loire-Atlantique
RANDO DES CEPAGES AU DOMAINE POIRON DABIN A CHATEAU THEBAUD;Sortie nature / environnement;;;;;44690;CHATEAU-THEBAUD;;;44037;47.13503;-1.44095;;02 40 06 56 42;;;47.13503,-1.44095;Loire-Atlantique
RANDO LÉONE;;;;Espace Culturel;Rue du Docteur Guépin;44770;PREFAILLES;;;44136;47.13014;-2.21961;;02 40 21 60 37;;;47.13014,-2.21961;Loire-Atlantique
RANDO VTT LES VALLONS MAYENNAIS;Manifestation sportive;;Parc des Expositions;;;53100;MAYENNE (53100);;;53122;48.2964037;-0.6098119;;;06 63 47 44 90;;48.2964037,-0.6098119;Mayenne
RANDONNÉE;Randonnée;Salle Paul Richard;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0482299;0.419952;;;06.71.18.68.07;;48.0482299,0.419952;Sarthe
RANDONNÉE - LA CHAPELLE-SUR-OUDON;Randonnée;;;;La Chapelle-sur-Oudon;49500;SEGRÉ-EN-ANJOU BLEU;;;49331;47.6789395;-0.8258249;;;;;47.6789395,-0.8258249;Maine-et-Loire
RANDONNÉE FRAICHEUR;Sortie nature / environnement;;;Place de l'église;;53220;MONTAUDIN;;;53154;48.386035;-0.98874;;02 43 05 01 67;;;48.386035,-0.98874;Mayenne
RANDONNÉE KAYAK;Manifestation sportive;Base de loisirs et Huisne;;;;72400;LA FERTE-BERNARD;;;72132;48.1805864;0.64897179;;06 27 02 23 82;;;48.1805864,0.64897179;Sarthe
RANDONNÉE PEDESTRE;Sortie nature / environnement;;;Parking de la salle des fêtes;;53300;SAINT-LOUP-DU-GAST;;;53234;48.3856543;-0.5852023;;02 43 05 01 16;;;48.3856543,-0.5852023;Mayenne
RANDONNÉE PÉDESTRE;Manifestation sportive;;;Départ école Jacques Brel;3 rue du Petit Prince;44320;SAINT-PERE-EN-RETZ;;;44187;47.20991;-2.03964;;;06 26 25 07 50;;47.20991,-2.03964;Loire-Atlantique
RANDONNÉE PÉDESTRE;Visites et sorties à thèmes;;;Place de l'Eglise;;53220;SAINT-MARS-SUR-LA-FUTAIE;;;53238;48.47472;-0.97229;;;;;48.47472,-0.97229;Mayenne
RANDONNÉE PÉDESTRE ET VTT - LA PRÉVIÈRE;Randonnée;;Terrain de foot;;La Prévière;49420;OMBRÉE D'ANJOU;;;49248;47.7170139;-1.1778223;;;;;47.7170139,-1.1778223;Maine-et-Loire
RANDONNÉES PÉDESTRES EA L'HIPPODROME;Randonnée;;;La Carrière;;49430;LES RAIRIES;;;49257;47.6658053;-0.2284976;;;;;47.6658053,-0.2284976;Maine-et-Loire
RDV AUX JARDINS : MANOIR DE FAVRY;Visites et sorties à thèmes;;;Lieu-dit Favry;;53340;PREAUX;;;53184;47.9360681;-0.4607385;;;06 82 40 83 46;;47.9360681,-0.4607385;Mayenne
RENDEZ-VOUS NATURE EN ANJOU - A LA TOMBÉE DE LA NUIT;Sortie nature / environnement;Culture Biome;Parc de la grande Romagne;;Villemoisan;49370;VAL D'ERDRE-AUXENCE;;;49183;47.47074;-0.8511;;;07 62 61 19 95;;47.47074,-0.8511;Maine-et-Loire
RENDEZ-VOUS NATURE EN ANJOU : BIODIVERSITÉ AU COEUR DE L'HYRÔME;Sortie nature / environnement;;Parking de l'Église de Chanzeaux;;CHANZEAUX;49750;CHEMILLE-EN-ANJOU;;;49092;47.26424;-0.64489;;02 41 49 84 98;;;47.26424,-0.64489;Maine-et-Loire
RENDEZ-VOUS NATURE EN ANJOU : DES NIDS ET BIEN D'AUTRES LITS;Sortie nature / environnement;;La Thévinière;;BEAUPREAU;;BEAUPREAU-EN-MAUGES;;;49023;47.16155;-1.09749;;02 41 71 76 80;;;47.16155,-1.09749;Maine-et-Loire
REPAS DANS LE NOIR - NUIT DES MUSÉES;Manifestation Nationale;;Musée de la vigne et du vin d'Anjou;Place des vignerons;;49750;VAL-DU-LAYON;;;49292;47.2999509;-0.6337152;;02 41 78 42 75;;;47.2999509,-0.6337152;Maine-et-Loire
